province_code,city_code,code,category,old_name,proposed_name,final_name
LI,010,011,城,监狱城,监狱镇,监狱城
JS,046,008,城,科教新城,科教新镇,科教新城
CL,002,015,城,纺织工业城,纺织工业镇,纺织工业城
HA,008,017,城,航空新城,航空新镇,航空新城
JS,039,013,城,苏州高铁新城,苏州高铁新镇,苏州高铁新城
ZJ,001,071,城,萧山商业城,萧山商业镇,萧山商业城
ZJ,006,024,城,萧山商业城,萧山商业镇,萧山商业城
ZJ,001,074,城,萧山钱江世纪城,萧山钱江世纪镇,萧山钱江世纪城
ZJ,006,027,城,萧山钱江世纪城,萧山钱江世纪镇,萧山钱江世纪城
BP,012,024,基地,中关村国家自主创新示范区大兴生物医药产业基地,中关村国家自主创新示范区大兴生物医药产业镇,中关村国家自主创新示范区大兴生物医药产业基地
GS,011,273,基地,中关村国家自主创新示范区大兴生物医药产业基地,中关村国家自主创新示范区大兴生物医药产业镇,中关村国家自主创新示范区大兴生物医药产业基地
YN,001,105,基地,云南省嵩明职业教育基地,云南省嵩明职业教育镇,云南省嵩明职业教育基地
YN,012,007,基地,云南省嵩明职业教育基地,云南省嵩明职业教育镇,云南省嵩明职业教育基地
HX,014,024,基地,十号基地,十号镇,十号基地
AH,043,011,基地,安徽精细化工产业有机合成基地,安徽精细化工产业有机合成镇,安徽精细化工产业有机合成基地
JL,047,018,基地,来字良种繁育基地,来字良种繁育镇,来字良种繁育基地
LI,060,007,基地,辽宁（营口）沿海产业基地,辽宁（营口）沿海产业镇,辽宁（营口）沿海产业基地
HX,020,010,基地,青海石油管理局生活基地,青海石油管理局生活镇,青海石油管理局生活基地
QH,023,012,委员会,海南州绿色产业发展园区管理区委员会,海南州绿色产业发展园区管理区镇,海南州绿色产业发展园区管理区委员会
HA,024,016,岛,唐山国际旅游岛,唐山国际旅游镇,唐山国际旅游岛
HN,011,001,岛,永暑岛,永暑镇,永暑岛
LN,001,001,岛,香港岛,香港镇,香港岛
AL,006,017,工业园区,工业园区,工业园区,工业园区
GD,044,015,工业园区,工业园区,工业园区,工业园区
HE,019,022,工业园区,工业园区,工业园区,工业园区
HE,156,023,工业园区,工业园区,工业园区,工业园区
HJ,026,021,工业园区,工业园区,工业园区,工业园区
LJ,001,252,工业园区,工业园区,工业园区,工业园区
LJ,014,020,工业园区,工业园区,工业园区,工业园区
ZS,010,056,工业园区,工业园区,工业园区,工业园区
ZS,017,019,工业园区,工业园区,工业园区,工业园区
JX,079,027,工程管理局,上游水库工程管理局,上游水库镇,上游水库工程管理局
SJ,014,019,度假区,佘山度假区,佘山镇,佘山度假区
HI,054,019,度假区,悟峰山度假区,悟峰山镇,悟峰山度假区
AH,050,008,开发区,开发区,开发区,开发区
GD,163,011,开发区,开发区,开发区,开发区
HI,001,081,开发区,开发区,开发区,开发区
HI,053,013,开发区,开发区,开发区,开发区
HI,057,016,开发区,开发区,开发区,开发区
HI,082,014,开发区,开发区,开发区,开发区
HJ,021,008,开发区,开发区,开发区,开发区
JS,038,019,开发区,开发区,开发区,开发区
JS,080,017,开发区,开发区,开发区,开发区
JS,085,016,开发区,开发区,开发区,开发区
JS,099,027,开发区,开发区,开发区,开发区
SX,024,008,开发区,开发区,开发区,开发区
TW,333,011,开发区,开发区,开发区,开发区
ZJ,030,017,开发区,开发区,开发区,开发区
JL,033,019,新村,东宝新村,东宝镇,东宝新村
JS,041,014,旅游度假区,东太湖生态旅游度假区,东太湖生态镇,东太湖生态旅游度假区
JS,044,015,旅游度假区,双山岛旅游度假区,双山岛镇,双山岛旅游度假区
JS,038,020,旅游度假区,国家苏州太湖旅游度假区,国家苏州太湖镇,国家苏州太湖旅游度假区
JS,053,017,旅游度假区,圆陀角旅游度假区,圆陀角镇,圆陀角旅游度假区
SD,024,014,旅游度假区,大沽河省级生态旅游度假区,大沽河省级生态镇,大沽河省级生态旅游度假区
JS,073,015,旅游度假区,大纵湖旅游度假区,大纵湖镇,大纵湖旅游度假区
JS,034,018,旅游度假区,太湖旅游度假区,太湖镇,太湖旅游度假区
GD,074,021,旅游度假区,巺寮滨海旅游度假区,巺寮滨海镇,巺寮滨海旅游度假区
AH,061,018,旅游度假区,旅游度假区,旅游度假区,旅游度假区
SD,060,017,旅游度假区,旅游度假区,旅游度假区,旅游度假区
JS,045,009,旅游度假区,昆山旅游度假区,昆山镇,昆山旅游度假区
YN,001,047,旅游度假区,昆明滇池国家旅游度假区,昆明滇池国家镇,昆明滇池国家旅游度假区
YN,005,011,旅游度假区,昆明滇池国家旅游度假区,昆明滇池国家镇,昆明滇池国家旅游度假区
JS,085,017,旅游度假区,枣林湾旅游度假区,枣林湾镇,枣林湾旅游度假区
JS,006,012,旅游度假区,珍珠泉旅游度假区,珍珠泉镇,珍珠泉旅游度假区
SD,022,017,旅游度假区,田横岛省级旅游度假区,田横岛省级镇,田横岛省级旅游度假区
JS,035,009,旅游度假区,茅山旅游度假区,茅山镇,茅山旅游度假区
JS,039,012,旅游度假区,阳澄湖生态休闲旅游度假区,阳澄湖生态休闲镇,阳澄湖生态休闲旅游度假区
JS,019,021,旅游度假区,阳羡旅游度假区,阳羡镇,阳羡旅游度假区
HU,102,011,旅游度假区,黄岩旅游度假区,黄岩镇,黄岩旅游度假区
HN,010,003,无后缀杂项,七连屿,七连屿,七连屿
HU,043,021,无后缀杂项,七里山园艺场,七里山园艺场,七里山园艺场
JX,080,036,无后缀杂项,七里岗垦殖场,七里岗垦殖场,七里岗垦殖场
RH,009,008,无后缀杂项,万寿滩良种场,万寿滩良种场,万寿滩良种场
JL,052,021,无后缀杂项,三家子种牛场,三家子种牛场,三家子种牛场
JS,055,021,无后缀杂项,三星镇（叠石桥家纺产业园区）,三星镇（叠石桥家纺产业园区）,三星镇（叠石桥家纺产业园区）
JX,030,017,无后缀杂项,上十岭综合垦殖场,上十岭综合垦殖场,上十岭综合垦殖场
JX,058,011,无后缀杂项,东固垦殖场,东固垦殖场,东固垦殖场
JS,041,013,无后缀杂项,东方丝绸市场,东方丝绸市场,东方丝绸市场
LJ,077,022,无后缀杂项,东湖水库管理站,东湖水库管理站,东湖水库管理站
HI,001,069,无后缀杂项,东湖风景区街道（武昌）,东湖风景区街道（武昌）,东湖风景区街道（武昌）
HI,006,015,无后缀杂项,东湖风景区街道（武昌）,东湖风景区街道（武昌）,东湖风景区街道（武昌）
HI,001,098,无后缀杂项,东湖风景区街道（洪山）,东湖风景区街道（洪山）,东湖风景区街道（洪山）
HI,008,017,无后缀杂项,东湖风景区街道（洪山）,东湖风景区街道（洪山）,东湖风景区街道（洪山）
GD,138,001,无后缀杂项,东莞生态园,东莞生态园,东莞生态园
SD,042,011,无后缀杂项,东营商贸园,东营商贸园,东营商贸园
SD,044,011,无后缀杂项,东营市现代畜牧业示范区类似乡级单位,东营市现代畜牧业示范区类似乡级单位,东营市现代畜牧业示范区类似乡级单位
FJ,001,186,无后缀杂项,东阁华侨,东阁华侨,东阁华侨
FJ,014,026,无后缀杂项,东阁华侨,东阁华侨,东阁华侨
JX,071,018,无后缀杂项,东风垦殖场,东风垦殖场,东风垦殖场
JL,055,029,无后缀杂项,东风马场,东风马场,东风马场
SC,025,029,无后缀杂项,东风马场,东风马场,东风马场
TW,006,029,无后缀杂项,东风马场,东风马场,东风马场
TW,121,029,无后缀杂项,东风马场,东风马场,东风马场
BP,015,021,无后缀杂项,中关村科技园区密云园,中关村科技园区密云园,中关村科技园区密云园
GS,011,331,无后缀杂项,中关村科技园区密云园,中关村科技园区密云园,中关村科技园区密云园
NX,021,012,无后缀杂项,中卫山羊选育场,中卫山羊选育场,中卫山羊选育场
SJ,012,040,无后缀杂项,中国（上海）自由贸易试验区（保税片区）,中国（上海）自由贸易试验区（保税片区）,中国（上海）自由贸易试验区（保税片区）
JS,008,009,无后缀杂项,中国（南京）软件谷,中国（南京）软件谷,中国（南京）软件谷
HX,001,078,无后缀杂项,中牧公司山丹马场,中牧公司山丹马场,中牧公司山丹马场
HX,013,010,无后缀杂项,中牧公司山丹马场,中牧公司山丹马场,中牧公司山丹马场
LJ,049,013,无后缀杂项,乐园良种场,乐园良种场,乐园良种场
LJ,069,016,无后缀杂项,九三管理局局直,九三管理局局直,九三管理局局直
HX,004,047,无后缀杂项,九墩滩生态建设指挥部,九墩滩生态建设指挥部,九墩滩生态建设指挥部
AH,057,024,无后缀杂项,九成监狱管理分局,九成监狱管理分局,九成监狱管理分局
JL,051,017,无后缀杂项,九龙山马场,九龙山马场,九龙山马场
JL,047,017,无后缀杂项,乾安鹿场,乾安鹿场,乾安鹿场
LJ,068,024,无后缀杂项,二龙山蚕种场,二龙山蚕种场,二龙山蚕种场
JX,010,023,无后缀杂项,五里垦殖场,五里垦殖场,五里垦殖场
JX,016,013,无后缀杂项,五陂下垦殖场,五陂下垦殖场,五陂下垦殖场
JX,064,023,无后缀杂项,井冈山机场,井冈山机场,井冈山机场
HA,012,037,无后缀杂项,京津高村科技创新园,京津高村科技创新园,京津高村科技创新园
JS,007,020,无后缀杂项,仙林智谷,仙林智谷,仙林智谷
SD,059,020,无后缀杂项,仙林智谷,仙林智谷,仙林智谷
HE,022,017,无后缀杂项,仪封园艺场,仪封园艺场,仪封园艺场
JX,037,016,无后缀杂项,余江区邓原农业示范园,余江区邓原农业示范园,余江区邓原农业示范园
JX,098,028,无后缀杂项,信丰垦殖场,信丰垦殖场,信丰垦殖场
LJ,032,021,无后缀杂项,克山县种猪场,克山县种猪场,克山县种猪场
LJ,032,019,无后缀杂项,克山县第一良种场,克山县第一良种场,克山县第一良种场
LJ,032,020,无后缀杂项,克山县第二良种场,克山县第二良种场,克山县第二良种场
JX,026,020,无后缀杂项,八角岭垦殖场,八角岭垦殖场,八角岭垦殖场
HA,024,014,无后缀杂项,八里滩养殖场,八里滩养殖场,八里滩养殖场
JL,001,228,无后缀杂项,公主岭市种猪场,公主岭市种猪场,公主岭市种猪场
JL,025,033,无后缀杂项,公主岭市种猪场,公主岭市种猪场,公主岭市种猪场
LJ,035,026,无后缀杂项,六合镇黎明奶牛场,六合镇黎明奶牛场,六合镇黎明奶牛场
TS,023,009,无后缀杂项,兵团一二九团分部,兵团一二九团分部,兵团一二九团分部
XJ,034,010,无后缀杂项,兵团一八三团分部,兵团一八三团分部,兵团一八三团分部
XJ,034,011,无后缀杂项,兵团一八八团分部,兵团一八八团分部,兵团一八八团分部
TS,001,012,无后缀杂项,兵团八十六团分部,兵团八十六团分部,兵团八十六团分部
TS,009,011,无后缀杂项,兵团六十六团分部,兵团六十六团分部,兵团六十六团分部
XJ,008,016,无后缀杂项,兵团梧桐镇分部,兵团梧桐镇分部,兵团梧桐镇分部
TW,090,023,无后缀杂项,兵团第十二师养禽场,兵团第十二师养禽场,兵团第十二师养禽场
XJ,004,023,无后缀杂项,兵团第十二师养禽场,兵团第十二师养禽场,兵团第十二师养禽场
XJ,012,028,无后缀杂项,兵团红星二场,兵团红星二场,兵团红星二场
XJ,012,029,无后缀杂项,兵团红星四场,兵团红星四场,兵团红星四场
XJ,017,012,无后缀杂项,兵团芳草湖总场,兵团芳草湖总场,兵团芳草湖总场
XJ,015,020,无后缀杂项,兵团蔡家湖镇分部,兵团蔡家湖镇分部,兵团蔡家湖镇分部
HE,001,192,无后缀杂项,具茨山国家级森林公园,具茨山国家级森林公园,具茨山国家级森林公园
HE,012,014,无后缀杂项,具茨山国家级森林公园,具茨山国家级森林公园,具茨山国家级森林公园
XA,019,014,无后缀杂项,内蒙古自治区图牧吉强制隔离戒毒所,内蒙古自治区图牧吉强制隔离戒毒所,内蒙古自治区图牧吉强制隔离戒毒所
XA,019,015,无后缀杂项,内蒙古自治区监狱管理局东部分局,内蒙古自治区监狱管理局东部分局,内蒙古自治区监狱管理局东部分局
JX,015,019,无后缀杂项,农业高新园,农业高新园,农业高新园
JS,101,020,无后缀杂项,农产品加工园,农产品加工园,农产品加工园
JX,071,019,无后缀杂项,农牧渔良种场,农牧渔良种场,农牧渔良种场
HE,072,017,无后缀杂项,农科所,农科所,农科所
JX,099,031,无后缀杂项,农科所,农科所,农科所
CL,019,042,无后缀杂项,农科院莎车农业试验站,农科院莎车农业试验站,农科院莎车农业试验站
HJ,019,005,无后缀杂项,前进区农垦,前进区农垦,前进区农垦
JL,045,032,无后缀杂项,前郭尔罗斯蒙古族自治县国有林总场,前郭尔罗斯蒙古族自治县国有林总场,前郭尔罗斯蒙古族自治县国有林总场
HI,043,013,无后缀杂项,劳教所,劳教所,劳教所
HE,048,015,无后缀杂项,北大街综合治理办公室,北大街综合治理办公室,北大街综合治理办公室
LJ,067,017,无后缀杂项,北安管理局局直,北安管理局局直,北安管理局局直
JX,037,017,无后缀杂项,区生态林场总场,区生态林场总场,区生态林场总场
XJ,006,015,无后缀杂项,区直辖村级区划,区直辖村级区划,区直辖村级区划
JL,001,229,无后缀杂项,十屋种牛场,十屋种牛场,十屋种牛场
JL,025,034,无后缀杂项,十屋种牛场,十屋种牛场,十屋种牛场
HA,024,015,无后缀杂项,十里海养殖场,十里海养殖场,十里海养殖场
AH,057,025,无后缀杂项,华阳河农场总场,华阳河农场总场,华阳河农场总场
HN,014,013,无后缀杂项,南丰县长红垦殖场,南丰县长红垦殖场,南丰县长红垦殖场
JX,084,013,无后缀杂项,南丰县长红垦殖场,南丰县长红垦殖场,南丰县长红垦殖场
JS,007,018,无后缀杂项,南京紫东国际创意园,南京紫东国际创意园,南京紫东国际创意园
SD,059,018,无后缀杂项,南京紫东国际创意园,南京紫东国际创意园,南京紫东国际创意园
JS,007,012,无后缀杂项,南京龙潭物流园,南京龙潭物流园,南京龙潭物流园
SD,059,012,无后缀杂项,南京龙潭物流园,南京龙潭物流园,南京龙潭物流园
HI,056,017,无后缀杂项,南垸良种场,南垸良种场,南垸良种场
JS,007,017,无后缀杂项,南大科学园,南大科学园,南大科学园
SD,059,017,无后缀杂项,南大科学园,南大科学园,南大科学园
FJ,053,023,无后缀杂项,南山华侨茶果场,南山华侨茶果场,南山华侨茶果场
GD,096,022,无后缀杂项,南山矿,南山矿,南山矿
LJ,001,045,无后缀杂项,南岗区农垦,南岗区农垦,南岗区农垦
LJ,003,022,无后缀杂项,南岗区农垦,南岗区农垦,南岗区农垦
NX,001,049,无后缀杂项,南梁台子,南梁台子,南梁台子
NX,006,007,无后缀杂项,南梁台子,南梁台子,南梁台子
JS,055,016,无后缀杂项,南通市海门区农科所,南通市海门区农科所,南通市海门区农科所
JS,055,010,无后缀杂项,南通市海门区畜禽良种场,南通市海门区畜禽良种场,南通市海门区畜禽良种场
JS,055,011,无后缀杂项,南通市海门区种羊场,南通市海门区种羊场,南通市海门区种羊场
JS,055,017,无后缀杂项,南通市海门区财政局芦荡管理所,南通市海门区财政局芦荡管理所,南通市海门区财政局芦荡管理所
JS,055,013,无后缀杂项,南通市海门区长江芦荡养殖场,南通市海门区长江芦荡养殖场,南通市海门区长江芦荡养殖场
HE,120,028,无后缀杂项,南阳市黄牛良种繁育场,南阳市黄牛良种繁育场,南阳市黄牛良种繁育场
CL,015,012,无后缀杂项,县园艺场,县园艺场,县园艺场
HN,028,005,无后缀杂项,县直辖村级区划,县直辖村级区划,县直辖村级区划
HN,041,007,无后缀杂项,县直辖村级区划,县直辖村级区划,县直辖村级区划
LJ,075,018,无后缀杂项,县联社马场,县联社马场,县联社马场
CL,015,014,无后缀杂项,县良种场,县良种场,县良种场
JX,098,023,无后缀杂项,县良种场,县良种场,县良种场
GD,168,023,无后缀杂项,县苗圃场,县苗圃场,县苗圃场
HJ,016,019,无后缀杂项,双鸭山林业局七星河金矿,双鸭山林业局七星河金矿,双鸭山林业局七星河金矿
HJ,016,011,无后缀杂项,双鸭山林业局上游经营所,双鸭山林业局上游经营所,双鸭山林业局上游经营所
HJ,016,012,无后缀杂项,双鸭山林业局南瓮泉经营所,双鸭山林业局南瓮泉经营所,双鸭山林业局南瓮泉经营所
HJ,016,018,无后缀杂项,双鸭山林业局宝石经营所,双鸭山林业局宝石经营所,双鸭山林业局宝石经营所
JS,073,016,无后缀杂项,台湾农民创业园,台湾农民创业园,台湾农民创业园
AH,001,085,无后缀杂项,合肥循环经济示范园,合肥循环经济示范园,合肥循环经济示范园
AH,007,020,无后缀杂项,合肥循环经济示范园,合肥循环经济示范园,合肥循环经济示范园
HN,007,001,无后缀杂项,吉阳区直辖村级区划,吉阳区直辖村级区划,吉阳区直辖村级区划
HI,078,014,无后缀杂项,向阳湖奶牛良种场,向阳湖奶牛良种场,向阳湖奶牛良种场
HI,001,099,无后缀杂项,吴家山街,吴家山街,吴家山街
HI,009,001,无后缀杂项,吴家山街,吴家山街,吴家山街
XA,001,147,无后缀杂项,呼伦贝尔农垦三河农牧场有限公司,呼伦贝尔农垦三河农牧场有限公司,呼伦贝尔农垦三河农牧场有限公司
XA,013,011,无后缀杂项,呼伦贝尔农垦三河农牧场有限公司,呼伦贝尔农垦三河农牧场有限公司,呼伦贝尔农垦三河农牧场有限公司
XA,001,148,无后缀杂项,呼伦贝尔农垦上库力农牧场有限公司,呼伦贝尔农垦上库力农牧场有限公司,呼伦贝尔农垦上库力农牧场有限公司
XA,013,012,无后缀杂项,呼伦贝尔农垦上库力农牧场有限公司,呼伦贝尔农垦上库力农牧场有限公司,呼伦贝尔农垦上库力农牧场有限公司
XA,001,146,无后缀杂项,呼伦贝尔农垦拉布大林农牧场有限公司,呼伦贝尔农垦拉布大林农牧场有限公司,呼伦贝尔农垦拉布大林农牧场有限公司
XA,013,010,无后缀杂项,呼伦贝尔农垦拉布大林农牧场有限公司,呼伦贝尔农垦拉布大林农牧场有限公司,呼伦贝尔农垦拉布大林农牧场有限公司
XA,001,149,无后缀杂项,呼伦贝尔农垦苏沁农牧场有限公司,呼伦贝尔农垦苏沁农牧场有限公司,呼伦贝尔农垦苏沁农牧场有限公司
XA,013,013,无后缀杂项,呼伦贝尔农垦苏沁农牧场有限公司,呼伦贝尔农垦苏沁农牧场有限公司,呼伦贝尔农垦苏沁农牧场有限公司
LJ,001,146,无后缀杂项,呼兰农垦,呼兰农垦,呼兰农垦
LJ,008,027,无后缀杂项,呼兰农垦,呼兰农垦,呼兰农垦
XA,015,015,无后缀杂项,呼和马场,呼和马场,呼和马场
XJ,017,009,无后缀杂项,呼图壁种牛场,呼图壁种牛场,呼图壁种牛场
JL,045,038,无后缀杂项,哈拉毛都良种场,哈拉毛都良种场,哈拉毛都良种场
SI,081,026,无后缀杂项,商洛职业技术学院,商洛职业技术学院,商洛职业技术学院
SC,132,023,无后缀杂项,四川大堰劳动教养管理所,四川大堰劳动教养管理所,四川大堰劳动教养管理所
SC,048,015,无后缀杂项,四川省新华劳动教育管理所,四川省新华劳动教育管理所,四川省新华劳动教育管理所
JL,001,227,无后缀杂项,四平农科院,四平农科院,四平农科院
JL,025,032,无后缀杂项,四平农科院,四平农科院,四平农科院
CL,021,012,无后缀杂项,园艺场,园艺场,园艺场
HE,068,013,无后缀杂项,园艺场,园艺场,园艺场
HX,001,057,无后缀杂项,园艺场,园艺场,园艺场
HX,011,012,无后缀杂项,园艺场,园艺场,园艺场
XJ,010,012,无后缀杂项,园艺场,园艺场,园艺场
JS,085,012,无后缀杂项,园艺试验场,园艺试验场,园艺试验场
HE,022,022,无后缀杂项,固阳农科所,固阳农科所,固阳农科所
JX,009,012,无后缀杂项,国营万埠垦殖场,国营万埠垦殖场,国营万埠垦殖场
HE,110,020,无后缀杂项,国营东风机械厂,国营东风机械厂,国营东风机械厂
HN,040,012,无后缀杂项,国营吊罗山林业公司,国营吊罗山林业公司,国营吊罗山林业公司
HN,039,012,无后缀杂项,国营尖峰岭林业公司,国营尖峰岭林业公司,国营尖峰岭林业公司
LJ,075,021,无后缀杂项,国营第一良种,国营第一良种,国营第一良种
LJ,075,023,无后缀杂项,国营第三良种,国营第三良种,国营第三良种
LJ,075,022,无后缀杂项,国营第二良种,国营第二良种,国营第二良种
LJ,051,011,无后缀杂项,国营苇场,国营苇场,国营苇场
HE,110,021,无后缀杂项,国营长江机械厂,国营长江机械厂,国营长江机械厂
SI,055,007,无后缀杂项,国营陕西华山企业公司,国营陕西华山企业公司,国营陕西华山企业公司
JX,062,016,无后缀杂项,地质大队,地质大队,地质大队
SD,044,010,无后缀杂项,垦东类似乡级单位,垦东类似乡级单位,垦东类似乡级单位
HB,091,011,无后缀杂项,城关街道筹备处,城关街道筹备处,城关街道筹备处
JS,100,010,无后缀杂项,城南,城南,城南
JS,086,012,无后缀杂项,城南经济新区（车逻镇）,城南经济新区（车逻镇）,城南经济新区（车逻镇）
JX,038,026,无后缀杂项,塔桥园艺场,塔桥园艺场,塔桥园艺场
LJ,069,015,无后缀杂项,多宝山铜矿,多宝山铜矿,多宝山铜矿
BP,012,026,无后缀杂项,大兴国际机场,大兴国际机场,大兴国际机场
GS,011,275,无后缀杂项,大兴国际机场,大兴国际机场,大兴国际机场
JL,055,024,无后缀杂项,大安经济开发区（省级）,大安经济开发区（省级）,大安经济开发区（省级）
SC,025,024,无后缀杂项,大安经济开发区（省级）,大安经济开发区（省级）,大安经济开发区（省级）
TW,006,024,无后缀杂项,大安经济开发区（省级）,大安经济开发区（省级）,大安经济开发区（省级）
TW,121,024,无后缀杂项,大安经济开发区（省级）,大安经济开发区（省级）,大安经济开发区（省级）
JL,055,031,无后缀杂项,大安马场,大安马场,大安马场
SC,025,031,无后缀杂项,大安马场,大安马场,大安马场
TW,006,031,无后缀杂项,大安马场,大安马场,大安马场
TW,121,031,无后缀杂项,大安马场,大安马场,大安马场
LJ,052,013,无后缀杂项,大山种羊场,大山种羊场,大山种羊场
LJ,064,029,无后缀杂项,大新屯储木场,大新屯储木场,大新屯储木场
LI,064,018,无后缀杂项,大石桥市水稻良种场,大石桥市水稻良种场,大石桥市水稻良种场
LI,064,019,无后缀杂项,大石桥市示范场,大石桥市示范场,大石桥市示范场
LI,019,011,无后缀杂项,大连奶牛场,大连奶牛场,大连奶牛场
HA,012,036,无后缀杂项,天津京津科技谷,天津京津科技谷,天津京津科技谷
HA,014,022,无后缀杂项,天津经济技术开发区（其他片区）,天津经济技术开发区（其他片区）,天津经济技术开发区（其他片区）
HN,008,001,无后缀杂项,天涯区直辖村级区划,天涯区直辖村级区划,天涯区直辖村级区划
HX,007,020,无后缀杂项,天祝建材厂,天祝建材厂,天祝建材厂
HX,007,021,无后缀杂项,天祝煤电公司,天祝煤电公司,天祝煤电公司
HI,051,016,无后缀杂项,太子山,太子山,太子山
LJ,001,282,无后缀杂项,太平川,太平川,太平川
LJ,017,010,无后缀杂项,太平川,太平川,太平川
JX,030,019,无后缀杂项,太泊湖水产养殖场,太泊湖水产养殖场,太泊湖水产养殖场
JS,003,013,无后缀杂项,夫子庙秦淮风光带,夫子庙秦淮风光带,夫子庙秦淮风光带
LJ,064,035,无后缀杂项,奶牛场,奶牛场,奶牛场
JS,054,021,无后缀杂项,如皋市中心沙水产养殖场,如皋市中心沙水产养殖场,如皋市中心沙水产养殖场
JS,054,019,无后缀杂项,如皋市农科所,如皋市农科所,如皋市农科所
JS,054,020,无后缀杂项,如皋市江滨医院,如皋市江滨医院,如皋市江滨医院
JS,054,018,无后缀杂项,如皋市种猪场,如皋市种猪场,如皋市种猪场
JS,054,017,无后缀杂项,如皋市良种场,如皋市良种场,如皋市良种场
JS,054,016,无后缀杂项,如皋市蚕种场,如皋市蚕种场,如皋市蚕种场
LJ,035,027,无后缀杂项,孔国乡进化种猪场,孔国乡进化种猪场,孔国乡进化种猪场
JS,066,017,无后缀杂项,宁连路办,宁连路办,宁连路办
JL,063,015,无后缀杂项,安图林业有限公司,安图林业有限公司,安图林业有限公司
JL,055,032,无后缀杂项,安广猪场,安广猪场,安广猪场
SC,025,032,无后缀杂项,安广猪场,安广猪场,安广猪场
TW,006,032,无后缀杂项,安广猪场,安广猪场,安广猪场
TW,121,032,无后缀杂项,安广猪场,安广猪场,安广猪场
AH,043,012,无后缀杂项,安徽和县台湾农民创业园,安徽和县台湾农民创业园,安徽和县台湾农民创业园
HI,076,020,无后缀杂项,宋埠良种场,宋埠良种场,宋埠良种场
RH,007,010,无后缀杂项,宝格达乌拉总场,宝格达乌拉总场,宝格达乌拉总场
LJ,042,011,无后缀杂项,宝泉岭管理局局直,宝泉岭管理局局直,宝泉岭管理局局直
HJ,026,019,无后缀杂项,富锦市国营果树示范场,富锦市国营果树示范场,富锦市国营果树示范场
HJ,026,020,无后缀杂项,富锦市科研所,富锦市科研所,富锦市科研所
KL,001,010,无后缀杂项,察尔汗工行委,察尔汗工行委,察尔汗工行委
GX,053,014,无后缀杂项,小峰经济作物场,小峰经济作物场,小峰经济作物场
HX,001,056,无后缀杂项,小泉子治沙站,小泉子治沙站,小泉子治沙站
HX,011,011,无后缀杂项,小泉子治沙站,小泉子治沙站,小泉子治沙站
HJ,038,015,无后缀杂项,山市种奶牛场,山市种奶牛场,山市种奶牛场
SX,074,013,无后缀杂项,山西省永济董村强制隔离戒毒所,山西省永济董村强制隔离戒毒所,山西省永济董村强制隔离戒毒所
SX,074,012,无后缀杂项,山西省永济虞乡强制隔离戒毒所,山西省永济虞乡强制隔离戒毒所,山西省永济虞乡强制隔离戒毒所
SX,075,010,无后缀杂项,山西铝厂,山西铝厂,山西铝厂
HN,009,001,无后缀杂项,崖州区直辖村级区划,崖州区直辖村级区划,崖州区直辖村级区划
HT,043,010,无后缀杂项,巴彦淖尔农垦建沣农场有限公司,巴彦淖尔农垦建沣农场有限公司,巴彦淖尔农垦建沣农场有限公司
HT,045,012,无后缀杂项,巴彦淖尔市中滩农场有限公司,巴彦淖尔市中滩农场有限公司,巴彦淖尔市中滩农场有限公司
HT,042,022,无后缀杂项,巴彦淖尔市临农农牧业发展有限公司,巴彦淖尔市临农农牧业发展有限公司,巴彦淖尔市临农农牧业发展有限公司
HT,045,016,无后缀杂项,巴彦淖尔市大佘太牧场有限公司,巴彦淖尔市大佘太牧场有限公司,巴彦淖尔市大佘太牧场有限公司
HT,045,014,无后缀杂项,巴彦淖尔市新安农场有限公司,巴彦淖尔市新安农场有限公司,巴彦淖尔市新安农场有限公司
HT,046,011,无后缀杂项,巴彦淖尔市牧洋海牧场有限公司,巴彦淖尔市牧洋海牧场有限公司,巴彦淖尔市牧洋海牧场有限公司
HT,042,021,无后缀杂项,巴彦淖尔市狼山农场农牧业发展有限公司,巴彦淖尔市狼山农场农牧业发展有限公司,巴彦淖尔市狼山农场农牧业发展有限公司
HT,045,015,无后缀杂项,巴彦淖尔市苏独隆农场有限公司,巴彦淖尔市苏独隆农场有限公司,巴彦淖尔市苏独隆农场有限公司
HT,045,013,无后缀杂项,巴彦淖尔市西山嘴农场有限公司,巴彦淖尔市西山嘴农场有限公司,巴彦淖尔市西山嘴农场有限公司
JS,101,018,无后缀杂项,市农科所,市农科所,市农科所
HJ,001,025,无后缀杂项,市良种场,市良种场,市良种场
JX,071,017,无后缀杂项,干洲垦殖场,干洲垦殖场,干洲垦殖场
LJ,001,085,无后缀杂项,平房农垦,平房农垦,平房农垦
LJ,005,011,无后缀杂项,平房农垦,平房农垦,平房农垦
GX,083,013,无后缀杂项,平果铝,平果铝,平果铝
JX,021,011,无后缀杂项,庐山林科所,庐山林科所,庐山林科所
AH,001,123,无后缀杂项,庐江化工园,庐江化工园,庐江化工园
AH,009,024,无后缀杂项,庐江化工园,庐江化工园,庐江化工园
AH,001,024,无后缀杂项,庐阳工业区（林店街道）,庐阳工业区（林店街道）,庐阳工业区（林店街道）
AH,003,011,无后缀杂项,庐阳工业区（林店街道）,庐阳工业区（林店街道）,庐阳工业区（林店街道）
JX,098,025,无后缀杂项,康山垦总场,康山垦总场,康山垦总场
HJ,026,022,无后缀杂项,建三江管理局局直,建三江管理局局直,建三江管理局局直
JX,030,014,无后缀杂项,建筑材料厂,建筑材料厂,建筑材料厂
